"ACCESSION_NUMBER","ID","ISSUER","ISSUERSIGNATURE","ISSUERTITLE"
"0001880617-21-000002",1,"San Francisco Community Land Trust, a California nonprofit public benefit Corp","John Keith Hennessy","President"
"0001792908-21-000009",1,"Apotheka Systems Inc.","Dennis Maliani","CEO"
"0001670254-21-001356",1,"ThisWay Global Inc.","Angela Hood","Founder/CEO"
"0001746059-21-000597",1,"Snowbelt Gardens LLC","Ashley Baron","Owner and CoFounder"
"0001669191-21-001230",1,"OmniValley, Inc.","James Buchanan","Principal Executive Officer"
"0001669191-21-001228",1,"Adaptive Holdings, LLC","Kauffman Scott","Principal Executive Officer"
"0001669191-21-001226",1,"TOP UNii, Inc","Dermell Brunson","Principal Executive Officer"
"0001669191-21-001224",1,"Unum Health USA, Inc.","Lisa Williams","Principal Executive Officer"
"0001669191-21-001222",1,"Immortal Data Incorporated","Dale Amon","Principal Executive Officer"
"0001669191-21-001220",1,"Kazoo LLC","Peter  Goodman","Principal Executive Officer"
"0001665160-21-002164",1,"Smardii, Inc.","Sebastien Gaddini","Director and President"
"0001665160-21-002163",1,"Verge Inc","Nils Thorjussen","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001217",1,"PennyFly Publishing LLC","Tyler Prescott","Principal Executive Officer"
"0001669191-21-001214",1,"Palacio International Holdings, LLC","John Ambielli","Principal Executive Officer"
"0001669191-21-001212",1,"Berylline Corporation","Dennis  Dresser","Principal Executive Officer"
"0001746059-21-000596",1,"Williamson Mead & Brewing, LLC","Matthew Williamson","President and CEO"
"0001669191-21-001210",1,"Rialto Trading Holdings LLC","Shari Noonan","Principal Executive Officer"
"0001837254-21-000016",1,"HT Naturals Inc.","Zayn Kalyan","President"
"0001669191-21-001207",1,"Arowana Media Holdings, Inc.","Mark  Newbauer","Principal Executive Officer"
"0001669191-21-001205",1,"Genie Lens","Rudy De Leon","Principal Executive Officer"
"0001665160-21-002162",1,"Macvon, Inc.","Xing Zhang","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002161",1,"FLX Performance Inc","Robert Rast","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001888810-21-000005",1,"We Are the New Farmers Inc.","Jonas Guenther","Chief Executive Officer"
"0001761537-21-000004",1,"WAHI NUTRITION, INC.","Peter Blankenship","Co-Founder, President and a Director"
"0001746059-21-000595",1,"ABOVE ALL FITNESS CENTER INC","Jose Tavares","CEO"
"0001665160-21-002159",1,"Wink Robotics, Inc.","Nathan Harding","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001355",1,"ThisWay Global Inc.","Angela Hood","Founder/CEO"
"0001746059-21-000594",1,"River Ridge Farm & Market, LLC","Dakota Rudloff-Eastman","Owner and Founder"
"0001669191-21-001202",1,"VUniverse, Inc.","Evelyn Watters","Principal Executive Officer"
"0001746059-21-000593",1,"Hot Dog Box Inc","Bobby McAfee-Leason","Owner and Founder"
"0001858432-21-000004",1,"Freedom From Loans, Inc.","Jesse Alan Jones","President"
"0001665160-21-002154",1,"StartEngine Capital LLC","Ted Gee","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001858432-21-000002",1,"Freedom From Loans, Inc.","Jesse Alan Jones","President"
"0001665160-21-002153",1,"SanMelix Laboratories, Inc","Diana Sabacinski","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002152",1,"ViscoSoft Group, LLC","Gabriel Dungan","Manger and Principal Financial Officer of the Issuer"
"0001746059-21-000592",1,"MCC LLC","Angela Bradway","Founder and CEO"
"0001890316-21-000002",1,"Bitgreen Inc.","Adam Carver","CEO"
"0001665160-21-002151",1,"Organic Craft Brewing Co.","Ryan White","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001746059-21-000591",1,"UNEEK Botanicals, LLC","Teasha Chestnut","Owner and Founder"
"0001891794-21-000003",1,"Dawty Project LLC","Warren Zavala","Managing Member"
"0001746059-21-000588",1,"Fazzio's Pasta Co LLC","Matthew Fazzio","Owner and Founder"
"0001746059-21-000589",1,"LOUDGIRLGOODIES LLC","Carolyn Alexander","Owner and Founder"
"0001746059-21-000590",1,"Sugarholic Desserts LLC","Teasha Chestnut","Owner and Founder"
"0001746059-21-000587",1,"Dulceria NYC Inc.","Daniel Minzer","Owner and Founder"
"0001870897-21-000006",1,"Make a Difference Ventures II Limited Partnership","Steve Youngdahl","Managing Director"
"0001670254-21-001353",1,"Toffee, Inc.","Yousef Abdulhassan","Founder"
"0001665160-21-002150",1,"SapientX, Inc.","David Colleen","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002148",1,"SapientX Inc.","David Colleen","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001890178-21-000001",1,"The Renewable Snowmaking Company","Vittorio Pareto","Chairman and CEO"
"0001746059-21-000586",1,"Grown by Green, LLC","Kaleb Green","Owner and CEO"
"0001665160-21-002146",1,"Golden Coast Mead, Inc.","Andrew Maffey","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001200",1,"Kazoo LLC","Peter  Goodman","Principal Executive Officer"
"0001669191-21-001198",1,"Hiveskill LLC","Sophia Becker","Principal Executive Officer"
"0001746059-21-000585",1,"Speakeasy Donuts Sole Prop","Heather-Wren Werner","Owner and Founder"
"0001644600-21-000140",1,"COMSERO, INC.","Anthony Franco","Chief Executive Officer"
"0001665160-21-002145",1,"Roboligent, Inc.","Bongsu Kim","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001746059-21-000584",1,"Diem Orange LLC","Christopher Mitchem","Founder and CEO"
"0001896853-21-000002",1,"Alghony LLC","Tsamara Amany Alatas","Chief Executive Officer"
"0001891794-21-000001",1,"Dawty Project LLC","Warren Zavala","Managing Member"
"0001665160-21-002144",1,"Advanced Development of Additive Manufacturing, Inc.","Denys Gurak","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001824158-21-000003",1,"NatureTrak, Inc.","Jontae James","CEO"
"0001862075-21-000003",1,"Cerveceria Gran Arrecife Maya USA Corp","Elvia Guadalupe Ruiz Avila","Sole Director"
"0001780439-21-000019",1,"Rockval Inc","Grant Gregory Weiss","Chief Executive Officer"
"0001670254-21-001350",1,"Firebrand, PBC","Matt Kreutz","Founder"
"0001670254-21-001348",1,"SportBLX Securities Inc.","George Hall","Founder"
"0001670254-21-001351",1,"TTC Oncology, LLC","Arkadiusz Dudek","Chief Executive Officer"
"0001896654-21-000001",1,"Manor Park Construction Inc.","Reuben Pemberton III","Owner"
"0001833366-21-000004",1,"ROAR IO, Inc.","Oksana Sokolovsky","Chief Executive Officer and Director"
"0001746059-21-000583",1,"PATOIS LLC","Sharon Russell","Owner and CoFounder"
"0001670254-21-001347",1,"Toffee, Inc.","Yousef Abdulhassan","Founder"
"0001669191-21-001196",1,"Mariposa Technology, Inc./LA","Mickal Adler","Principal Executive Officer"
"0001670254-21-001345",1,"Hound, Inc.","Andrew Luna","Founder & CEO"
"0001746059-21-000582",1,"Knead Dough, LLC","Bettina Fisher","Owner and Founder"
"0001665160-21-002142",1,"Mycroft AI Inc.","Michael Lewis","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001887215-21-000001",1,"1463 Dot Ave MM LLC","Travis Lee","Manager of the Manager, TLee Development LLC"
"0001669191-21-001194",1,"KMX Technologies, LLC","Zachary Sadow","Principal Executive Officer"
"0001665160-21-002141",1,"Cheers Health, Inc.","Brooks Powell","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001192",1,"FirstRoot, Inc.","Luke Hohmann","Principal Executive Officer"
"0001669191-21-001190",1,"Hercules Electric Mobility, Inc","James Breyer","Principal Executive Officer"
"0001861588-21-000005",1,"Squaredeal App Inc.","Patrick Jones by Sean Fuellhart POA","CEO"
"0001669191-21-001188",1,"HOPP Technologies, Inc.","Fabrice Allain","Principal Executive Officer"
"0001670254-21-001339",1,"Pace Diagnostics, Inc.","Marianne Nguyen","CHIEF BUSINESS OFFICER AND CO-FOUNDER"
"0001670254-21-001343",1,"Ai Incube, Inc.","Eyal Amir","CEO"
"0001670254-21-001341",1,"MxG Fiber Holdings, LLC","Matt Griswold","CEO"
"0001746059-21-000581",1,"Maison Provence Corp","Laurent Dantonio","President"
"0001665160-21-002138",1,"Stream It, Inc.","Lance King","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001746059-21-000580",1,"Commongrounds Cooperative","Katherine Redman","Program Director"
"0001644600-21-000137",1,"Cosmic Shielding Corp","Yanni Barghouty","Chief Executive Officer"
"0001036148-21-000003",1,"NW Tech Capital, Inc.","Frank I. Igwealor by Sean Fuellhart POA","CEO"
"0001669191-21-001185",1,"Deskless Workers Inc.","David Young","Principal Executive Officer"
"0001669191-21-001183",1,"Deskless Workers Inc.","David Young","Principal Executive Officer"
"0001670254-21-001337",1,"Sen-Jam Pharmaceutical LLC","Jim Iversen","Co-Founder, CEO"
"0001791223-21-000007",1,"Renu Robotics Corp","Jeff Dayov","Chief Financial Officer"
"0001670254-21-001338",1,"Ex Files Productions LLC","Tyrrell Shaffner","Writer/Director/Producer"
"0001665160-21-002137",1,"ADWALLET INC.","Adam Greenhood","CEO"
"0001665160-21-002136",1,"AEXLAB, Inc.","Jonathan Ovadia","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001812129-21-000007",1,"Toast! Supplements, Inc.","/s/ Sean O'Neill","President"
"0001670254-21-001335",1,"ReelwUrld, Inc.","Jan Lucanus","Founder & Chief Executive Officer"
"0001669191-21-001180",1,"Guardian Athletics, Inc.","David Norris","Principal Executive Officer"
"0001669191-21-001179",1,"Guardian Athletics, Inc.","David Norris","Principal Executive Officer"
"0001736664-21-000026",1,"Locking Line Barriers Corp","Joseph Daniluk by Sean Fuellhart POA","CEO"
"0001669191-21-001178",1,"Northstar Technologies Group, Inc.","Paul Inglese","Principal Executive Officer"
"0001665160-21-002135",1,"Sol Boards, Inc.","John Wildman","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001176",1,"Launchspace Technologies Corporation","John Bauman","Principal Executive Officer"
"0001644600-21-000136",1,"Exo-Space Inc.","Jeremy Allam","Chief Executive Officer"
"0001896560-21-000001",1,"Serenity Cafe LLC","Rebecca Tolbert","Owner"
"0001889699-21-000003",1,"Mona Lisa Song LLC","Lee James Parsons","CEO"
"0001842838-21-000003",1,"DJ Gym Westchester, LLC","Jonathan Gutwein","Managing Member"
"0001842838-21-000005",1,"Fitbux Inc.","Joseph Reinke","Chief Executive Officer"
"0001670254-21-001333",1,"Untapped Invest, Inc.","Jim Chu","Founder and CEO"
"0001746059-21-000579",1,"Honeybee Collective LLC","Christopher Becker","Director"
"0001670254-21-001334",1,"NAVISYO INC","Alexander Michaels","Founder"
"0001864603-21-000002",1,"MML Touring LLC","Vincent Marini","Manager of Blue Eyed Theatrical, LLC, the Managing Member of the Company"
"0001665160-21-002133",1,"Memik, Inc.","Amari Ruff","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001174",1,"Scenebot, Inc.","Stuart Alexander","Principal Executive Officer"
"0001864603-21-000005",1,"kweliTV, Inc.","DeShuna Spencer","Chief Executive Officer"
"0001670254-21-001331",1,"Phoenix Palm Productions LLC","Sean Oliver Rob Blanchard","Director/Co-Writer"
"0001670254-21-001329",1,"PADL Holdings Inc","Andres Avello","CEO/Co-Founder"
"0001644600-21-000135",1,"SoberBuddy Corp","Tara Schiller","CEO, President, Secretary, CFO"
"0001895723-21-000001",1,"Blue Egg Corp","Robin Wilson","Chief Executive Officer"
"0001665160-21-002131",1,"Maya Global Solutions, Inc.","Michael Mansouri","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001862075-21-000001",1,"Cerveceria Gran Arrecife Maya Corp USA","Elvia Guadalupe Ruiz Avila","Sole Director"
"0001665160-21-002129",1,"Honeydrop, Inc.","Andrew Lorig","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001874824-21-000007",1,"Steel House Cycle LLC","Alison Mears","President"
"0001665160-21-002128",1,"Custom Social Inc.","Rolan Reichel","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002126",1,"SportsEdTV, Inc.","Victor Bergonzoli","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001874824-21-000006",1,"Steel House Cycle LLC","Alison Mears","President"
"0001665160-21-002125",1,"FLX Performance Inc","Robert Rast","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002124",1,"Enginuity Power Systems, Inc.","Jacques Beaudry Losique","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002121",1,"Stream It, Inc.","Lance King","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001864224-21-000005",1,"Modular Streetscape Systems Inc.","Shabazz Stuart","Chief Executive Officer"
"0001670254-21-001328",1,"KinectAir Inc.","Jonathan Evans","CEO - Chief Executive Officer"
"0001665160-21-002120",1,"Drone Delivery Systems Corp dba AirBox Technologies","Brandon Pargoe","CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer"
"0001669191-21-001172",1,"Brain Game LS Inc.","DWAYNE SAMUELS","Principal Executive Officer"
"0001665160-21-002118",1,"Drone Delivery Systems Corp dba AirBox Technologies","Brandon Pargoe","CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer"
"0001669191-21-001170",1,"Adaptive Holdings, LLC","Kauffman Scott","Principal Executive Officer"
"0001669191-21-001168",1,"YEP, Inc.","Jimmy Ezzell","Principal Executive Officer"
"0001746059-21-000578",1,"ELITEA LLC","Elias Majid","Owner and Founder"
"0001746059-21-000577",1,"Coquette LLC","Caitlin Olsen","Owner and Founder"
"0001861802-21-000003",1,"Rx Delivered Now Inc.","Anthony Do","CEO"
"0001665160-21-002115",1,"RP Designs Inc.","Rudi Pienaar","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001644600-21-000130",1,"Generation Genius Inc","Jeffrey Vinokur","CEO and Director"
"0001821982-21-000016",1,"Bricolage Dynamics Inc.","Zebulon Parsons","CEO"
"0001857848-21-000002",1,"Axle Workout Inc.","Andrew Page","Chief Executive Officer"
"0001888810-21-000004",1,"Inside.com, Inc.","Jason Calacanis","Chief Executive Officer, President, Chief Financial Officer, Secretary and Director"
"0001670254-21-001326",1,"RYSE USA INC.","Trung Pham","Founder & CEO"
"0001670254-21-001324",1,"Little Libros, LLC","Ariana Stein","CEO + Co-Founder"
"0001894171-21-000001",1,"Diggs Boys LLC","Michael Earley","President"
"0001665160-21-002113",1,"UP SONDER, INC","Derek Waleko","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001813321-21-000004",1,"Toast! Supplements, Inc.","/s/ Sean O'Neill","President"
"0001888810-21-000003",1,"We Are the New Farmers Inc.","Jonas Guenther","Chief Executive Officer"
"0001845905-21-000004",1,"Have Your Cake Kitchen, LLC","Nancy Kalish","CEO & Manager"
"0001880280-21-000001",1,"Night Owl Canning Company, LLC","Nicholas Schroeder","Manager and Co-CEO"
"0001665160-21-002112",1,"NoBaked Co","Megan Feeman","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002111",1,"CycleBoard, Inc.","Phillip LaBonty","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001746059-21-000576",1,"Blue Earth Pizza Co LLC","John Fredericks","Owner and Founder"
"0001746059-21-000575",1,"Lil Mama's Chicago Style Hoagy, LLC","Tiffany Pauldon","Owner and Founder"
"0001746059-21-000574",1,"Bloom Foods, LLC","Chester Chambers","Owner and Founder"
"0001669191-21-001166",1,"GZI HUB, INC.","Sean Adler","Principal Executive Officer"
"0001746059-21-000573",1,"Glove City Brewing Co LLC","Edward Sturgess Jr.","Owner and CEO"
"0001669191-21-001164",1,"Stomp Technique, Inc.","Hilary Joy  Diaz","Principal Executive Officer"
"0001746059-21-000572",1,"D Pizza Joint, LLC","Todd Stern","Owner and Founder"
"0001669191-21-001162",1,"Revohloo, Inc.","Glen DeBarros","Principal Executive Officer"
"0001665160-21-002109",1,"Edyza, Inc.","Atul Patel","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001160",1,"Transparent Path spc","Eric Weaver","Principal Executive Officer"
"0001669191-21-001158",1,"Aerospace Flight Technologies, LLC","Robert Feierbach","Principal Executive Officer"
"0001665160-21-002108",1,"Skunk Brothers Spirits Inc.","Scott K. Donoho","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002107",1,"Big Derby Distilling Co","Jason Parker","President/Secretary"
"0001737679-21-000006",1,"Onzic, Inc","Kevin Hillman","CEO"
"0001737679-21-000005",1,"DIGIBUILD SOFTWARE, INC.","Robert Salvador","CEO"
"0001746059-21-000571",1,"Taest, LLC","Tae Kang","Owner"
"0001665160-21-002106",1,"Wilderwise Inc.","Arya Mazanek","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer."
"0001669191-21-001155",1,"Rialto Trading Holdings LLC","Shari Noonan","Principal Executive Officer"
"0001670254-21-001323",1,"Nwicode","Ruslan Bugaev","Founder and CEO"
"0001746059-21-000570",1,"TRISKELE VENTURES INC.","Charles Morgridge","Owner and President"
"0001746059-21-000569",1,"Great Blue Brewing Company, LLC","Christopher Waldron","Owner and CoFounder"
"0001665160-21-002104",1,"CertifiedTrue Inc","Stephen Graves","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001891790-21-000007",1,"Boxx Wave, LLC","Othello Byndon","CEO"
"0001882590-21-000001",1,"Redrock Biometrics, Inc.","Hua Yang","CEO & Co-Founder"
"0001665160-21-002103",1,"Greenberry's Coffee Roasters Inc.","Sean Simmons","President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002102",1,"Orion Haus Homes and Hotels Inc.","Cindy Diffenderfer","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002100",1,"ABH Holdco, Incorporated","Brandon Perry","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001837254-21-000015",1,"HT Naturals Inc.","Zayn Kalyan","President"
"0001665160-21-002099",1,"C P Rocketry Inc.","Nathan Tahbaz","CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer"
"0001665160-21-002097",1,"Detonation Space Inc.","Umit Yelken","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001881328-21-000002",1,"Pretzel Haus LLC","Gregory Mitchell","CEO"
"0001746059-21-000568",1,"5th Element Brewing, LLC","Kimberly DeStefano","Owner and CoFounder"
"0001746059-21-000567",1,"Wicked BOLD 2 LLC","Deric Cahill","Owner and Founder"
"0001665160-21-002096",1,"Ichor, Inc.","Trevor Bates","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002095",1,"Shacksbury Holdings Inc.","Colin Davis","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer."
"0001746059-21-000566",1,"Bar at 66 Greenpoint LLC","Ibraheem Abdul-Malik","Owner and Founder"
"0001665160-21-002094",1,"Hey Mama Wines Inc.","Lauren Stokes","CEO, Principal Executive Officer and Director"
"0001665160-21-002092",1,"Honeyfund.com, Inc.","Sara Margulis","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001321",1,"Xoca World Ltd.","Jacob Lopata","CEO"
"0001665160-21-002088",1,"Ai Incube, Inc.","Eyal Amir","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001319",1,"Verve S Corp","Kevin Thompson","CEO"
"0001665160-21-002089",1,"ABH Holdco, Inc.","Brandon Perry","CEO, Principal Executive Officer and Director"
"0001746059-21-000565",1,"Tender Fire, LLC","Benjamin Crosky","Owner and Founder"
"0001746059-21-000563",1,"Odyssey's LLC","Brendan Buell","Owner and Founder"
"0001746059-21-000562",1,"Star Estate Development Group","Paul Seres","Owner and CoFounder"
"0001827501-21-000005",1,"Modgarden (USA), Inc.","Aamar Khwaja","President, CEO"
"0001670254-21-001317",1,"iMorph Smart Health Technologies, Inc.","Younis Zubchevich","Co-Founder & President"
"0001665160-21-002086",1,"Enervolt","William Patridge","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001316",1,"DropKey, Inc.","Rockwell Scharer","Founder and Chief Executive Officer"
"0001669191-21-001152",1,"DeoBioSciences, Inc.","John  Adamson, Jr.,","Principal Executive Officer"
"0001868902-21-000003",1,"Flashpub, Inc","Nathan Jacobs","CEO"
"0001893768-21-000001",1,"Slingshot USA LLC","David Michael Brett Johnson","Manager"
"0001666102-21-000023",1,"4Sight HEVA Opportunity Zone Fund LLC","Gamal A. Walker","Managing Partner"
"0001746059-21-000561",1,"VEGANHOOD, LLC","Lanise Thomas","Owner and CoFounder"
"0001894288-21-000002",1,"Pip & Lola's Everything Homemade, LLC","Samantha Story-Camp","President"
"0001894288-21-000001",1,"Lepley & Co LLC","Justin Lepley","President"
"0001746059-21-000560",1,"Hux Spirits LLC","Jamal Jackson","Owner and Operator"
"0001665160-21-002083",1,"Krueger Outdoor, Inc.","Tim Krueger","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001746059-21-000559",1,"Anderby Brewing, LLC","Michael Smelt","Owner and Founder"
"0001746059-21-000558",1,"Tradesman Brewing Co. INC","Sara Gayle McConnell","VP Operations"
"0001665160-21-002080",1,"PVpallet, Inc.","Luke Phelps","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002076",1,"AWOL Outdoors, Inc d/b/a Camp365","Kevin McGregor","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001213900-21-061360",1,"ReelwUrld, Inc","Jan Lucanus","Chief Executive Officer"
"0001665160-21-002078",1,"Robobuoy Inc.","Kevin Morin","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002073",1,"Wink Robotics, Inc.","Nathan Harding","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002071",1,"6d bytes inc.","Vipin Jain","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001213900-21-061125",1,"Black Rock Petroleum Company","/s/ Zoltan Nagy","CEO"
"0001665160-21-002069",1,"Pacific Integrated Energy, Inc.","Phil Layton","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002068",1,"ENVEL, INC.","Steve La Roux","CEO"
"0001670254-21-001314",1,"Adaptyv Biosystems Inc","Julian Englert","Co-founder and CEO"
"0001837254-21-000014",1,"HT Naturals Inc.","Zayn Kalyan","President"
"0001860502-21-000005",1,"Amplio.ai, Inc.","Trung Tran","CEO"
"0001860502-21-000004",1,"Actipulse Neuroscience, Inc.","Adrien Chatillon","CEO"
"0001666102-21-000022",1,"NuMee Inc.","James B frank","Chief Operations Officer"
"0001666102-21-000021",1,"4Sight HEVA Opportunity Zone Fund LLC","Gamal A. Walker","Managing Partner"
"0001889135-21-000001",1,"Stigma, Inc.","Josh Maslowski","CEO"
"0001665160-21-002064",1,"Life Imaging Fla, Inc.","J. Thomas Graham","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002063",1,"Ubihere, Inc.","John Bair","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002062",1,"Orion Haus Homes & Hotels Inc.","Cindy Diffenderfer","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001150",1,"Puro Trader, Inc.","Pierre  Rogers","Principal Executive Officer"
"0001669191-21-001148",1,"Canine Life Sciences Inc","Jeff Sutherland","Principal Executive Officer"
"0001669191-21-001147",1,"Katch Entertainment Inc.","Andrew   Tight","Principal Executive Officer"
"0001665160-21-002061",1,"Hitch Hotel Inc.","Geoff Patterson","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principle Accounting Officer"
"0001827264-21-000011",1,"TFI International Sales, Inc.","Tae Young Lee","CEO"
"0001853183-21-000004",1,"QwikLeaf, Inc.","Neil Biafore by Sean Fuellhart POA","CEO"
"0001665160-21-002059",1,"C P Rocketry Inc.","Nathan Tahbaz","CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer"
"0001665160-21-002057",1,"BlackHeart Bike Company","Zachary Lambert","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002055",1,"Streamlytics, Inc.","Angela Benton","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001690433-21-000009",1,"AFFL ASSOCIATES, INC.","Jeff Lewis","CEO"
"0001665160-21-002054",1,"Life Imaging Fla, Inc.","J. Thomas Graham","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002052",1,"Hardscoop Inc.","David Kirby","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002049",1,"ESal Holdings, Inc.","Salem Thyne","CEO, Principal Executive Officer and Director"
"0001746059-21-000557",1,"Colorado Avocado, LLC","Christin Deville","Owner and CoFounder"
"0001866890-21-000003",1,"Simply Sonoma, Inc","Margaret C. Caracciolo","Founder/CEO"
"0001827501-21-000004",1,"Modgarden (USA), Inc.","Aamar Khwaja","President, CEO"
"0001894384-21-000001",1,"Mark Anthony Concrete Inc","Mark Anthony","President"
"0001862162-21-000008",1,"GapNurse, Inc.","Kevin Lundy","Founder & CEO"
"0001890670-21-000004",1,"OYA Femtech Apparel, Inc.","Mitchella Gilbert","CEO"
"0001890670-21-000005",1,"OYA Femtech Apparel, Inc.","Mitchella Gilbert","CEO"
"0001665160-21-002047",1,"Advanced Robotics Corp.","Yuliang Du","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001890670-21-000003",1,"OYA Femtech Apparel, Inc.","Mitchella Gilbert","CEO"
"0001853811-21-000001",1,"Opus Squared LLC","Michael Keith Bolen II","President of the Issuer's Manager"
"0001669191-21-001143",1,"Adaptive Holdings, LLC","Kauffman Scott","Principal Executive Officer"
"0001665160-21-002045",1,"Saucy Brew Works LLC","Brent Zimmerman","CEO, CO-Founder, Principal Executive Officer and Manager,"
"0001665160-21-002044",1,"SmartFoam, Inc.","Jennifer Smith","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001892861-21-000002",1,"Dope Pieces, LLC","Kristina Hale","Owner"
"0001665160-21-002042",1,"Carnot Compression Inc.","Todd Thompson","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001312",1,"Doorvest Inc.","Andrew Luong","Co-Founder & CEO"
"0001665160-21-002040",1,"TRAQ, Inc.","Jeff Slosar","CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer"
